regime,ticker,ann_return,ann_vol,sharpe,skewness,excess_kurtosis,n_days
AI Boom,PANW,0.3517875185097846,0.44788119003781235,0.7854482981973075,-5.333763749102121,63.440460369673396,315
AI Boom,CRWD,0.5720094150758578,0.4524849616214119,1.2641512173711762,-0.6013201595104563,5.019193767236818,315
AI Boom,DDOG,0.3601816885247058,0.43435739399212564,0.8292288643099176,2.0011109561572433,22.525863081218585,315
AI Boom,ANET,0.7016208934213174,0.4055140383618019,1.730201243477858,0.15313716353595996,3.6996602660176223,315
AI Boom,MU,0.17021682087174983,0.4814478139902019,0.35355196539580497,-0.22948895867842545,5.398996478830389,315
AI Boom,AMD,0.12885889962990543,0.46989614423542597,0.2742284677384902,-0.18741306548038011,2.0257572674232827,315
Tariff/Geopolitical,NVDA,0.248788497476354,0.47797179095960024,0.5205087458757214,-0.4832781377148081,8.101465223172035,297
Tariff/Geopolitical,AVGO,0.2725312693740095,0.5118025614489201,0.5324929765932975,-0.30881527622383714,7.535449680310271,297
Tariff/Geopolitical,TSM,0.4267872784882315,0.40969138333733063,1.0417287154336474,-0.5002922509462945,4.256317503125959,297
Tariff/Geopolitical,SNPS,-0.14332949440649315,0.5939231182698079,-0.24132668016701328,-5.525061837958018,66.86590038223933,297
Tariff/Geopolitical,MSFT,-0.06220986431153686,0.26296617594402766,-0.2365698329384317,-0.1745730177418051,10.341506637730145,297
Tariff/Geopolitical,AMZN,-0.055281922769604884,0.337323461283969,-0.16388401375695272,0.23453309204319941,5.402488617034719,297
Tariff/Geopolitical,META,0.012399548151802806,0.3769399645984746,0.03289528656111351,0.5479135388737661,8.052216827518148,297
Tariff/Geopolitical,GOOG,0.37772039157047144,0.30397456624445696,1.242605248975692,0.2110635248182183,3.89176892530232,297
Tariff/Geopolitical,AAPL,-0.00151308930025587,0.3120478967734263,-0.0048489008126675615,0.6517744619295079,11.556284863739005,297
Tariff/Geopolitical,CRM,-0.45563646166239574,0.34274369948223476,-1.3293795403116155,-0.2208198913424813,1.328978352929357,297
Tariff/Geopolitical,NOW,-0.5284877120480348,0.425140183458139,-1.2430904737097659,-0.11795650718899424,7.179809814446027,297
Tariff/Geopolitical,PLTR,0.5979830423281768,0.6503065695648783,0.9195402142843008,0.11921343078858002,3.746192337593989,297
Tariff/Geopolitical,SAP,-0.23339864666090857,0.32232113908161214,-0.7241183352911015,-1.6635815612587592,15.43349721236661,297
Tariff/Geopolitical,PANW,-0.07880383958583614,0.35794209104362973,-0.22015806902192653,-0.24466551232449238,4.247118587324554,297
Tariff/Geopolitical,CRWD,0.21009386413855427,0.4642428293828295,0.45255166227953547,0.2339200327419375,3.6902175997428595,297
Tariff/Geopolitical,DDOG,-0.1309455197958418,0.5231825715016435,-0.2502864715466357,1.0069777856429696,7.575519124510762,297
Tariff/Geopolitical,XYZ,-0.4051649613993101,0.5666913787290733,-0.7149658113874596,-1.1603331185470322,9.542712697010103,286
Tariff/Geopolitical,ANET,0.15737172663774288,0.5810723549757076,0.27082982917733534,-1.0790241302701729,8.560070569767287,297
Tariff/Geopolitical,MU,1.3499399034000554,0.642666830895895,2.100528358555867,-0.33258151547204323,2.4856718558673663,297
Tariff/Geopolitical,AMD,0.4086514772722493,0.6040555768482321,0.6765130443865139,0.7195018749207047,7.786000108053179,297
