rmse,mae,mape,directional_accuracy,qlike,ticker,model,n_predictions
0.1365291439766498,0.10042149819106487,51.87332046216826,49.21630094043887,-1.369883229570896,CRM,lasso,639.0
0.14901588610403413,0.10606125931244667,52.29140670714823,52.35109717868338,-1.2405233884455868,CRM,random_forest,639.0
0.1621336745478863,0.117139350928335,58.38735555910547,48.275862068965516,-1.1516316828158164,CRM,xgboost,639.0
0.15775086129463892,0.11224251498925227,55.02203432630157,52.03761755485894,-1.171985307972507,CRM,lightgbm,639.0
0.16529583705592243,0.1150635905339776,53.06613664836626,52.82131661442007,-1.0395556324261623,CRM,knn,639.0
0.16514846700286104,0.12443263886370279,51.50810715751943,46.39498432601881,-1.1268028119617808,NOW,ridge,639.0
0.17525419853156088,0.13133521798412115,59.023895920550565,50.470219435736674,-1.0702713458009776,NOW,lasso,639.0
0.1785220827173131,0.1410889830913152,60.60324543307964,56.112852664576806,-1.1032902385881036,NOW,random_forest,639.0
0.18417021383255122,0.14597160968926037,61.261293261295116,52.03761755485894,-1.0623923108190436,NOW,xgboost,639.0
0.18257444163693062,0.1418522041399026,60.32887265030594,54.54545454545454,-1.0854648964418154,NOW,lightgbm,639.0
0.182644786415418,0.13709245034540796,54.42284901824659,51.09717868338558,-0.9284449951924136,NOW,knn,639.0
0.3030112681455034,0.23767237605987376,62.0107917979947,47.82608695652174,-0.023805126796225845,PLTR,ridge,323.0
0.30941309317379784,0.253437166235371,71.6719151013444,53.72670807453416,-0.051597036363292076,PLTR,lasso,323.0
