ticker,model,distribution,aic,bic,log_likelihood,num_params,n_obs,param_mu,param_omega,param_alpha[1],param_beta[1],param_nu,param_eta,param_lambda,param_gamma[1],param_phi,param_d,param_beta
AVGO,"GJR-GARCH(1,1)",skewt,10809.23166719171,10850.058543682026,-5397.615833595855,7,2521,0.0968017913876739,0.22859632010293987,0.054065197342409645,0.8659684153896696,,4.462883869647579,-0.037921317296150676,0.08773024459279606,,,
AVGO,"GJR-GARCH(1,1)",ged,10856.23059780858,10891.225063371709,-5422.11529890429,6,2521,0.12281843916393485,0.1943362393960309,0.06305655436771654,0.8751070194261635,1.1520804848840247,,,0.05583395358161636,,,
AVGO,"EGARCH(1,1)",normal,11164.561737854898,11193.723792490837,-5577.280868927449,5,2521,0.10771262983947014,0.0577985365727491,0.18385614884518414,0.9730298711128947,,,,-0.019758069541575562,,,
AVGO,"EGARCH(1,1)",t,10804.063847485857,10839.058313048985,-5396.0319237429285,6,2521,0.1178314314668815,0.059181510045702365,0.17019051532856236,0.9703505149581372,4.445390618894022,,,-0.057608251663656886,,,
AVGO,"EGARCH(1,1)",skewt,10804.070689394308,10844.897565884623,-5395.035344697154,7,2521,0.09298519855492803,0.06003719030286669,0.17012065665681095,0.9702854503053767,,4.446400571079415,-0.0385333116926385,-0.06096692882700672,,,
AVGO,"EGARCH(1,1)",ged,10853.771885715909,10888.766351279037,-5420.885942857954,6,2521,0.1196912515327958,0.059163691902686485,0.1755176684791854,0.9693757451855279,1.1487318307687957,,,-0.04175280270840728,,,
AVGO,"FIGARCH(1,d,1)",normal,11118.697814440351,11147.85986907629,-5554.3489072201755,5,2521,0.12392703969702773,0.4969727914511624,,,,,,,0.24463518519664698,0.3296923967136565,0.3909417040491784
AVGO,"FIGARCH(1,d,1)",t,10807.792059428932,10842.78652499206,-5397.896029714466,6,2521,0.13565290845893702,0.5947425898827855,,,4.432410557050559,,,,0.154222490181816,0.31106249307784645,0.33154577261632784
AVGO,"FIGARCH(1,d,1)",skewt,10808.76889468617,10849.595771176486,-5397.384447343085,7,2521,0.11899097193613306,0.5860226461333288,,,,4.441786990099286,-0.02719860152533885,,0.15819345340223584,0.31218082066001207,0.3366167716996649
AVGO,"FIGARCH(1,d,1)",ged,10845.407889356025,10880.402354919153,-5416.703944678013,6,2521,0.13202461035039154,0.5239888324169272,,,1.1650777905581786,,,,0.18978761347980724,0.29221285144550774,0.33426552569941803
TSM,"GARCH(1,1)",normal,10581.11710372224,10604.446747430991,-5286.55855186112,4,2521,0.11187848483738647,0.03941408235706026,0.050091004804989826,0.9428413518789533,,,,,,,
TSM,"GARCH(1,1)",t,10405.420042041167,10434.582096677106,-5197.710021020584,5,2521,0.12231324688366364,0.025035592198306138,0.049886877478348725,0.9479480242266525,5.195826129781823,,,,,,
TSM,"GARCH(1,1)",skewt,10407.415943816724,10442.410409379852,-5197.707971908362,6,2521,0.1214205800887546,0.025019583439599615,0.04986058551138365,0.9479711566134202,,5.196396861730201,-0.0017505189761686146,,,,
