Date,Open,High,Low,Close,Volume,Adj Close
2025-01-21,88.05999755859375,89.83999633789062,87.62999725341797,89.5,4269100,89.5
2025-01-22,90.19999694824219,90.55999755859375,87.27999877929688,87.4800033569336,6010000,87.4800033569336
2025-01-23,87.11000061035156,88.55999755859375,86.47000122070312,87.80000305175781,4899200,87.80000305175781
2025-01-24,88.55500030517578,89.98999786376953,88.05999755859375,88.66999816894531,5330000,88.66999816894531
2025-01-27,84.51000213623047,87.43000030517578,84.25,85.01000213623047,6136300,85.01000213623047
2025-01-28,85.4800033569336,88.70999908447266,84.36000061035156,88.63999938964844,4797100,88.63999938964844
2025-01-29,88.36499786376953,90.7699966430664,87.95999908447266,90.02999877929688,4662100,90.02999877929688
2025-01-30,91.58999633789062,94.25,91.11000061035156,92.94999694824219,5828400,92.94999694824219
2025-01-31,93.3499984741211,93.75,90.30999755859375,90.81999969482422,6821600,90.81999969482422
2025-02-03,88.63999938964844,91.29000091552734,87.70999908447266,90.19999694824219,4760200,90.19999694824219
2025-02-04,90.19999694824219,90.2300033569336,85.88999938964844,86.16999816894531,5698200,86.16999816894531
2025-02-05,87.38999938964844,87.81500244140625,85.37999725341797,86.0,4632700,86.0
2025-02-06,87.6500015258789,88.12999725341797,85.22000122070312,86.08000183105469,4908600,86.08000183105469
2025-02-07,87.62999725341797,88.7300033569336,84.94999694824219,85.31999969482422,4741000,85.31999969482422
2025-02-10,86.44000244140625,86.77999877929688,84.26000213623047,84.8499984741211,3980400,84.8499984741211
2025-02-11,84.9000015258789,85.3280029296875,82.33999633789062,82.58999633789062,3988800,82.58999633789062
2025-02-12,81.25,83.05999755859375,81.0999984741211,82.98999786376953,4284300,82.98999786376953
2025-02-13,83.88999938964844,85.08999633789062,82.44999694824219,84.29000091552734,4552400,84.29000091552734
2025-02-14,84.18000030517578,84.52999877929688,82.2300033569336,84.0,5658300,84.0
2025-02-18,84.55500030517578,85.1500015258789,83.19999694824219,84.18000030517578,6129000,84.18000030517578
2025-02-19,83.44999694824219,84.5199966430664,82.55000305175781,83.88999938964844,7185300,83.88999938964844
2025-02-20,84.33999633789062,85.55000305175781,81.69999694824219,83.04000091552734,12435300,83.04000091552734
2025-02-21,74.97000122070312,76.5,67.43000030517578,68.3499984741211,36825100,68.3499984741211
2025-02-24,68.01000213623047,68.7300033569336,65.0199966430664,65.91999816894531,17087400,65.91999816894531
2025-02-25,66.22000122070312,66.4000015258789,62.599998474121094,62.84000015258789,18883300,62.84000015258789
2025-02-26,63.45000076293945,65.61000061035156,63.25,65.29000091552734,19614300,65.29000091552734
2025-02-27,65.01000213623047,66.76000213623047,63.90999984741211,64.27999877929688,12273300,64.27999877929688
2025-02-28,63.869998931884766,65.41000366210938,63.11000061035156,65.30000305175781,7843600,65.30000305175781
2025-03-03,65.75,66.9000015258789,62.310001373291016,62.790000915527344,10062500,62.790000915527344
2025-03-04,60.38999938964844,61.13999938964844,57.900001525878906,59.43000030517578,15104800,59.43000030517578
2025-03-05,59.79999923706055,61.650001525878906,59.43000030517578,61.119998931884766,9759100,61.119998931884766
2025-03-06,59.04999923706055,60.96500015258789,58.67399978637695,59.79999923706055,10868900,59.79999923706055
2025-03-07,59.80500030517578,61.02000045776367,57.61000061035156,60.0,10863900,60.0
2025-03-10,58.13999938964844,58.41999816894531,53.540000915527344,54.7400016784668,15663200,54.7400016784668
2025-03-11,54.7599983215332,56.13999938964844,53.95000076293945,55.290000915527344,11440000,55.290000915527344
2025-03-12,56.380001068115234,56.74599838256836,55.209999084472656,55.900001525878906,9003700,55.900001525878906
2025-03-13,55.34000015258789,55.709999084472656,53.880001068115234,54.040000915527344,8632500,54.040000915527344
2025-03-14,55.5,57.520999908447266,55.34700012207031,57.220001220703125,8942300,57.220001220703125
2025-03-17,56.650001525878906,59.435001373291016,56.650001525878906,58.650001525878906,7701800,58.650001525878906
2025-03-18,59.900001525878906,60.09000015258789,58.779998779296875,59.650001525878906,8248600,59.650001525878906
2025-03-19,60.45500183105469,62.43000030517578,59.599998474121094,61.369998931884766,8622500,61.369998931884766
2025-03-20,60.56999969482422,62.380001068115234,60.439998626708984,61.0,6344100,61.0
2025-03-21,60.349998474121094,61.58000183105469,59.599998474121094,61.11000061035156,11395600,61.11000061035156
2025-03-24,62.380001068115234,63.18000030517578,62.0,62.58000183105469,9048800,62.58000183105469
2025-03-25,62.76499938964844,63.689998626708984,61.209999084472656,61.33000183105469,7366100,61.33000183105469
2025-03-26,60.88999938964844,61.36000061035156,58.79999923706055,59.04999923706055,8947800,59.04999923706055
2025-03-27,58.7599983215332,58.900001525878906,56.880001068115234,56.9900016784668,7927100,56.9900016784668
2025-03-28,56.540000915527344,57.0,54.689998626708984,55.33000183105469,10692000,55.33000183105469
2025-03-31,53.88999938964844,54.689998626708984,52.25,54.33000183105469,8163700,54.33000183105469
2025-04-01,53.88999938964844,55.52000045776367,53.77000045776367,55.40999984741211,7649900,55.40999984741211
2025-04-02,54.0,58.709999084472656,53.90299987792969,57.86000061035156,9187900,57.86000061035156
2025-04-03,54.7400016784668,55.441001892089844,52.470001220703125,53.970001220703125,13288100,53.970001220703125
2025-04-04,50.310001373291016,51.880001068115234,47.689998626708984,50.2599983215332,15195700,50.2599983215332
2025-04-07,47.04999923706055,53.45000076293945,46.41999816894531,50.470001220703125,13017700,50.470001220703125
2025-04-08,52.93000030517578,53.3390007019043,48.130001068115234,49.08000183105469,9909700,49.08000183105469
2025-04-09,49.04999923706055,56.77000045776367,47.95000076293945,55.9900016784668,12475700,55.9900016784668
2025-04-10,54.34000015258789,54.880001068115234,50.93000030517578,52.90999984741211,9574000,52.90999984741211
2025-04-11,52.86000061035156,54.150001525878906,51.0,53.939998626708984,8623100,53.939998626708984
2025-04-14,55.310001373291016,55.70000076293945,53.63999938964844,54.65999984741211,7027200,54.65999984741211
2025-04-15,54.81999969482422,55.900001525878906,54.58000183105469,55.08000183105469,4012900,55.08000183105469
2025-04-16,54.20000076293945,55.5,52.77000045776367,53.75,6318000,53.75
2025-04-17,53.650001525878906,54.417999267578125,53.029998779296875,53.900001525878906,4510000,53.900001525878906
2025-04-21,52.91999816894531,53.45000076293945,51.39899826049805,52.38999938964844,5836800,52.38999938964844
2025-04-22,53.02000045776367,54.83000183105469,52.994998931884766,54.33000183105469,6058800,54.33000183105469
2025-04-23,56.900001525878906,58.75,55.220001220703125,55.65999984741211,8388800,55.65999984741211
2025-04-24,55.790000915527344,57.52000045776367,55.18000030517578,57.5,6468800,57.5
2025-04-25,57.66999816894531,58.27000045776367,57.220001220703125,58.09000015258789,5625900,58.09000015258789
2025-04-28,58.54999923706055,59.27000045776367,57.52000045776367,58.31999969482422,4578700,58.31999969482422
2025-04-29,58.7400016784668,59.81999969482422,58.5,59.560001373291016,4547700,59.560001373291016
2025-04-30,57.02000045776367,58.70000076293945,56.41400146484375,58.470001220703125,6625500,58.470001220703125
2025-05-01,59.02000045776367,59.68000030517578,58.209999084472656,58.47999954223633,10667000,58.47999954223633
2025-05-02,45.32500076293945,47.0,44.27000045776367,46.529998779296875,54280100,46.529998779296875
2025-05-05,45.91999816894531,46.939998626708984,45.025001525878906,46.63999938964844,18628200,46.63999938964844
2025-05-06,45.70000076293945,48.02000045776367,45.650001525878906,47.290000915527344,18029100,47.290000915527344
2025-05-07,47.47999954223633,48.18000030517578,47.11000061035156,47.95000076293945,14809000,47.95000076293945
2025-05-08,48.125,50.78499984741211,48.125,50.11000061035156,13090500,50.11000061035156
2025-05-09,50.22999954223633,51.27000045776367,50.09000015258789,50.36000061035156,12274600,50.36000061035156
2025-05-12,53.185001373291016,55.060001373291016,53.185001373291016,55.02000045776367,13204500,55.02000045776367
2025-05-13,55.185001373291016,58.685001373291016,54.86000061035156,58.16999816894531,20820300,58.16999816894531
2025-05-14,59.61000061035156,59.849998474121094,57.709999084472656,58.5,13394000,58.5
2025-05-15,57.14500045776367,57.880001068115234,56.459999084472656,57.0099983215332,11546500,57.0099983215332
2025-05-16,56.4900016784668,58.119998931884766,56.47999954223633,57.65999984741211,7034800,57.65999984741211
2025-05-19,56.18000030517578,58.4900016784668,56.08000183105469,58.33000183105469,7197400,58.33000183105469
2025-05-20,58.44499969482422,58.650001525878906,57.029998779296875,57.34000015258789,5689700,57.34000015258789
2025-05-21,56.54999923706055,57.0099983215332,55.189998626708984,55.439998626708984,10101700,55.439998626708984
2025-05-22,55.599998474121094,59.08000183105469,55.599998474121094,58.349998474121094,12529800,58.349998474121094
2025-05-23,56.415000915527344,59.095001220703125,55.880001068115234,58.7400016784668,9695900,58.7400016784668
2025-05-27,60.04999923706055,62.65999984741211,59.849998474121094,62.150001525878906,12008400,62.150001525878906
2025-05-28,62.51499938964844,62.51499938964844,61.33000183105469,61.810001373291016,6605900,61.810001373291016
2025-05-29,62.27000045776367,63.11000061035156,61.67499923706055,62.15999984741211,7504100,62.15999984741211
2025-05-30,61.720001220703125,62.09000015258789,60.8849983215332,61.75,11486800,61.75
2025-06-02,60.36000061035156,61.88800048828125,59.900001525878906,61.7599983215332,6094200,61.7599983215332
2025-06-03,63.724998474121094,63.79999923706055,62.0099983215332,63.5099983215332,7697600,63.5099983215332
2025-06-04,63.720001220703125,64.06999969482422,62.54999923706055,63.86000061035156,7559300,63.86000061035156
2025-06-05,63.619998931884766,64.9000015258789,63.150001525878906,63.599998474121094,8155100,63.599998474121094
2025-06-06,64.54000091552734,65.22000122070312,63.483001708984375,64.98999786376953,7824500,64.98999786376953
2025-06-09,65.44999694824219,66.45999908447266,64.7750015258789,65.83999633789062,7128100,65.83999633789062
2025-06-10,65.4800033569336,65.68499755859375,63.9900016784668,64.4800033569336,9971000,64.4800033569336
