Date,Open,High,Low,Close,Volume,dividend,Adj Close
2016-03-01,76.79000091552734,77.91999816894531,76.72000122070312,77.91000366210938,892800,0.0,77.91000366210938
2016-03-02,77.0999984741211,77.73999786376953,76.68000030517578,77.70999908447266,1079600,0.0,77.70999908447266
2016-03-03,76.30000305175781,76.7699966430664,75.79000091552734,76.66999816894531,830400,0.0,76.66999816894531
2016-03-04,77.0,77.41999816894531,76.51000213623047,76.94000244140625,957300,0.0,76.94000244140625
2016-03-07,76.4000015258789,76.79000091552734,76.11000061035156,76.45999908447266,1194600,0.0,76.45999908447266
2016-03-08,76.30000305175781,76.9800033569336,76.22000122070312,76.33999633789062,628900,0.0,76.33999633789062
2016-03-09,77.16999816894531,77.30999755859375,76.72000122070312,77.0199966430664,757600,0.0,77.0199966430664
2016-03-10,77.87999725341797,78.48999786376953,76.19999694824219,76.86000061035156,1087800,0.0,76.86000061035156
2016-03-11,77.61000061035156,78.72000122070312,77.5199966430664,78.6500015258789,750100,0.0,78.6500015258789
2016-03-14,78.81999969482422,79.12000274658203,78.56999969482422,78.76000213623047,549100,0.0,78.76000213623047
2016-03-15,78.9800033569336,79.38999938964844,78.79000091552734,79.31999969482422,431200,0.0,79.31999969482422
2016-03-16,78.9800033569336,80.20999908447266,78.83999633789062,80.06999969482422,553000,0.0,80.06999969482422
2016-03-17,79.20999908447266,80.18000030517578,79.05999755859375,79.87999725341797,659100,0.0,79.87999725341797
2016-03-18,79.55000305175781,80.30000305175781,79.20999908447266,79.91000366210938,707700,0.0,79.91000366210938
2016-03-21,79.55000305175781,79.9000015258789,79.38999938964844,79.62000274658203,688600,0.0,79.62000274658203
2016-03-22,78.91999816894531,79.7699966430664,78.81999969482422,79.55999755859375,322700,0.0,79.55999755859375
2016-03-23,80.1500015258789,80.1500015258789,79.33000183105469,79.48999786376953,705800,0.0,79.48999786376953
2016-03-24,79.19000244140625,79.52999877929688,79.06999969482422,79.44000244140625,389300,0.0,79.44000244140625
2016-03-28,79.77999877929688,80.47000122070312,79.43000030517578,80.2300033569336,797200,0.0,80.2300033569336
2016-03-29,78.88999938964844,80.27999877929688,78.66999816894531,80.19999694824219,1082600,0.0,80.19999694824219
2016-03-30,80.66000366210938,81.2300033569336,80.5999984741211,80.69000244140625,966300,0.0,80.69000244140625
2016-03-31,80.94999694824219,81.23999786376953,80.37999725341797,80.41999816894531,608000,0.0,80.41999816894531
2016-04-01,78.72000122070312,79.97000122070312,78.69000244140625,79.7300033569336,842400,0.0,79.7300033569336
2016-04-04,79.9000015258789,80.11000061035156,79.31999969482422,79.54000091552734,710300,0.0,79.54000091552734
2016-04-05,78.33999633789062,78.5,77.76000213623047,77.8499984741211,1881500,0.0,77.8499984741211
2016-04-06,77.80000305175781,79.19000244140625,77.75,79.19000244140625,746800,0.0,79.19000244140625
2016-04-07,77.66000366210938,77.91000366210938,77.12000274658203,77.2699966430664,955600,0.0,77.2699966430664
2016-04-08,77.37999725341797,77.47000122070312,76.62999725341797,76.70999908447266,2004800,0.0,76.70999908447266
2016-04-11,76.70999908447266,77.54000091552734,76.70999908447266,76.9000015258789,1991200,0.0,76.9000015258789
2016-04-12,77.25,78.68000030517578,77.05999755859375,78.58000183105469,1717600,0.0,78.58000183105469
2016-04-13,77.94000244140625,78.43000030517578,77.70999908447266,78.33000183105469,747800,0.0,78.33000183105469
2016-04-14,78.98999786376953,79.12000274658203,78.62000274658203,79.02999877929688,932700,0.0,79.02999877929688
2016-04-15,78.88999938964844,79.16999816894531,78.37000274658203,78.51000213623047,515500,0.0,78.51000213623047
2016-04-18,79.0199966430664,79.70999908447266,78.9800033569336,79.33999633789062,690400,0.0,79.33999633789062
2016-04-19,80.97000122070312,81.04000091552734,80.19999694824219,80.62999725341797,1447100,0.0,80.62999725341797
2016-04-20,80.25,80.9000015258789,80.02999877929688,80.55000305175781,1574100,0.0,80.55000305175781
2016-04-21,80.0,80.5999984741211,79.72000122070312,80.12000274658203,861100,0.0,80.12000274658203
2016-04-22,80.66000366210938,80.72000122070312,79.79000091552734,80.19999694824219,891000,0.0,80.19999694824219
2016-04-25,79.51000213623047,80.0199966430664,79.31999969482422,79.94999694824219,599500,0.0,79.94999694824219
2016-04-26,79.19999694824219,79.80999755859375,78.9800033569336,79.5,869700,0.0,79.5
2016-04-27,80.37999725341797,81.19000244140625,80.19999694824219,81.0199966430664,1350900,0.0,81.0199966430664
2016-04-28,79.5199966430664,80.19000244140625,79.19999694824219,79.37000274658203,982700,0.0,79.37000274658203
2016-04-29,78.73999786376953,78.83000183105469,78.16999816894531,78.62000274658203,878700,0.0,78.62000274658203
